Date,Sales,Profit,TotalQuantity,NumOrders,NumCustomers,NumProducts,AvgOrderValue,Year,Month,DayOfWeek,DayOfMonth,WeekOfYear,Quarter,IsWeekend,DayName,MonthName,DayOfYear,Sales_Lag1,Sales_Lag7,Sales_Lag14,Sales_Lag30,Sales_RollingMean7,Sales_RollingStd7,Sales_RollingMin7,Sales_RollingMax7,Sales_RollingMean14,Sales_RollingStd14,Sales_RollingMin14,Sales_RollingMax14,Sales_RollingMean30,Sales_RollingStd30,Sales_RollingMin30,Sales_RollingMax30,Sales_ExpandingMean,Sales_PctChange,Trend,Sin_DayOfYear,Cos_DayOfYear,Sin_DayOfWeek,Cos_DayOfWeek
2014-07-30,1367.84,259.8896,8,1,1,1,1367.84,2014,7,2,30,31,3,0,Wednesday,July,211,0.0,2613.1839999999997,0.0,739.624,2217.4765714285713,3235.3002316785933,0.0,8341.289999999999,1747.5355714285713,2361.1512491043873,0.0,8341.289999999999,1131.5464333333332,1761.230233905984,0.0,8341.289999999999,932.6935339712919,0.0,208,-0.46896519100763184,-0.8832166493127127,0.9749279121818236,-0.22252093395631434
2014-07-31,0.0,0.0,0,0,0,0,0.0,2014,7,3,31,31,3,0,Thursday,July,212,1367.84,0.0,0.0,601.0239999999999,2217.4765714285713,3235.3002316785933,0.0,8341.289999999999,1747.5355714285713,2361.1512491043873,0.0,8341.289999999999,1111.5122999999999,1770.8650569851375,0.0,8341.289999999999,928.2521361904762,-1.0,209,-0.48408852163897587,-0.8750190302029955,0.43388373911755823,-0.900968867902419
2014-08-01,228.328,66.475,15,3,3,6,38.05466666666667,2014,8,4,1,31,3,0,Friday,August,213,0.0,8341.289999999999,273.04,79.56,1058.482,1819.1457587585662,0.0,5039.994,1744.341857142857,2363.3283168590856,0.0,8341.289999999999,1116.4712333333332,1768.081755006073,0.0,8341.289999999999,924.9349601895735,0.0,210,-0.4990686026885319,-0.8665624788845385,-0.433883739117558,-0.9009688679024191
2014-08-02,886.28,248.02759999999998,9,1,1,3,295.4266666666667,2014,8,5,2,31,3,1,Saturday,August,214,228.328,5039.994,461.326,0.0,465.0942857142857,511.2404222508101,0.0,1367.84,1774.695714285714,2348.263040574706,0.0,8341.289999999999,1146.0138999999997,1756.1475921165372,0.0,8341.289999999999,924.7526254716981,2.8816089134928697,211,-0.5139010013093103,-0.8578494977869301,-0.9749279121818236,-0.2225209339563146
2014-08-03,477.994,-76.7149,20,3,3,6,79.66566666666667,2014,8,6,3,31,3,1,Sunday,August,215,886.28,580.06,2285.786,247.40800000000002,450.51342857142856,508.86502687539945,0.0,1367.84,1645.5677142857141,2367.6212744632553,0.0,8341.289999999999,1153.7001000000002,1752.5799926332513,0.0,8341.289999999999,922.6551671361502,-0.46067382768425325,212,-0.5285813283559292,-0.8488826652214553,-0.7818314824680299,0.6234898018587334
2014-08-04,2743.154,833.4829,51,2,2,9,304.79488888888886,2014,8,0,4,32,3,0,Monday,August,216,477.994,193.152,1961.482,1444.104,814.7994285714285,984.4370260656087,0.0,2743.154,1701.4014285714281,2384.798760391449,0.0,8341.289999999999,1197.0017666666668,1775.8955053503075,0.0,8341.289999999999,931.1621710280374,4.73888793583183,213,-0.5431052396834317,-0.8396646346181327,0.0,1.0
2014-08-05,2408.7239999999997,504.1059,37,5,5,11,200.72699999999998,2014,8,1,5,32,3,0,Tuesday,August,217,2743.154,0.0,1348.344,1038.472,1158.902857142857,1069.4659721448627,0.0,2743.154,1777.142857142857,2389.5572109057866,0.0,8341.289999999999,1242.6768333333334,1789.2484770308965,0.0,8341.289999999999,938.0345516279069,-0.12191440947172494,214,-0.5574684374327892,-0.8301981337405212,0.7818314824680298,0.6234898018587336
2014-08-06,262.89,106.6392,5,2,2,2,131.445,2014,8,2,6,32,3,0,Wednesday,August,218,2408.7239999999997,1367.84,2613.1839999999997,241.19400000000002,1001.0528571428571,1114.0999915069367,0.0,2743.154,1609.2647142857143,2408.7855472674814,0.0,8341.289999999999,1243.400033333333,1788.8340639966552,0.0,8341.289999999999,934.9088824074074,-0.8908592267109059,215,-0.5716666713027052,-0.8204859638785327,0.9749279121818236,-0.22252093395631434
2014-08-07,0.0,0.0,0,0,0,0,0.0,2014,8,3,7,32,3,0,Thursday,August,219,262.89,0.0,0.0,763.0740000000001,1001.0528571428571,1114.0999915069367,0.0,2743.154,1609.2647142857143,2408.7855472674814,0.0,8341.289999999999,1217.9642333333331,1801.2812785948756,0.0,8341.289999999999,930.6005465437788,-1.0,216,-0.5856957398073508,-0.8105309990194823,0.43388373911755823,-0.900968867902419
2014-08-08,3955.629,1129.1342,55,5,5,13,304.27915384615386,2014,8,4,8,32,3,0,Friday,August,220,0.0,228.328,8341.289999999999,265.521,1533.5244285714286,1505.271149709767,0.0,3955.629,1296.0032142857142,1622.9276427268157,0.0,5039.994,1340.9678333333331,1859.0651783885817,0.0,8341.289999999999,944.4768238532109,0.0,217,-0.5995514915196489,-0.8003361849976323,-0.433883739117558,-0.9009688679024191
2014-08-09,3605.6850000000004,700.8938,35,6,6,9,400.6316666666667,2014,8,5,9,32,3,1,Saturday,August,221,3955.629,886.28,5039.994,0.0,1922.010857142857,1653.9608798310257,0.0,3955.629,1193.5525714285716,1398.0987310929886,0.0,3955.629,1461.157333333333,1885.7447118063662,0.0,8341.289999999999,956.6284593607306,-0.08846734615405016,218,-0.6132298262997502,-0.7899045386224707,-0.9749279121818236,-0.2225209339563146
2014-08-10,0.0,0.0,0,0,0,0,0.0,2014,8,6,10,32,3,1,Sunday,August,222,3605.6850000000004,477.994,580.06,2187.206,1853.726,1731.560993791713,0.0,3955.629,1152.1197142857143,1425.9949796799415,0.0,3955.629,1388.2504666666666,1898.9410131859918,0.0,8341.289999999999,952.2801481818183,-1.0,219,-0.6267266965083301,-0.7792391467859886,-0.7818314824680299,0.6234898018587334
2014-08-11,451.62,45.644400000000005,5,2,2,4,112.905,2014,8,0,11,33,3,0,Monday,August,223,0.0,2743.154,193.152,1960.012,1526.364,1751.8789325592522,0.0,3955.629,1170.5817142857143,1414.2492110765168,0.0,3955.629,1337.970733333333,1903.244561883205,0.0,8341.289999999999,950.0147176470589,0.0,220,-0.6400381082043503,-0.7683431655492202,0.0,1.0
2014-08-12,1832.38,357.593,61,4,4,11,166.58,2014,8,1,12,33,3,0,Tuesday,August,224,451.62,2408.7239999999997,0.0,351.216,1444.029142857143,1716.688293770913,0.0,3955.629,1301.466,1382.0051340518653,0.0,3955.629,1387.3428666666664,1895.9619831096516,0.0,8341.289999999999,953.9893360360361,3.057349098799876,221,-0.65316012232693,-0.7572198192083127,0.7818314824680298,0.6234898018587336
2014-08-13,0.0,0.0,0,0,0,0,0.0,2014,8,2,13,33,3,0,Wednesday,August,225,1832.38,262.89,1367.84,292.594,1406.4734285714287,1749.3984516933904,0.0,3955.629,1203.7631428571428,1424.6447017862708,0.0,3955.629,1377.5897333333332,1902.528941651664,0.0,8341.289999999999,949.7113569506727,-1.0,222,-0.666088855860977,-0.7458723993404063,0.9749279121818236,-0.22252093395631434
2014-08-14,0.0,0.0,0,0,0,0,0.0,2014,8,3,14,33,3,0,Thursday,August,226,0.0,0.0,0.0,9.51,1406.4734285714287,1749.3984516933904,0.0,3955.629,1203.7631428571428,1424.6447017862708,0.0,3955.629,1377.272733333333,1902.7655294587964,0.0,8341.289999999999,945.4715741071429,,223,-0.6788204829862355,-0.734304263829602,0.43388373911755823,-0.900968867902419
2014-08-15,842.7819999999999,118.18260000000001,38,4,3,8,93.64244444444444,2014,8,4,15,33,3,0,Friday,August,227,0.0,3955.629,228.328,0.0,961.781,1341.4956866511397,0.0,3605.6850000000004,1247.6527142857144,1401.5603498934581,0.0,3955.629,1405.3654666666664,1887.8934370026566,0.0,8341.289999999999,945.015176,0.0,224,-0.6913512362094071,-0.722518835873311,-0.433883739117558,-0.9009688679024191
2014-08-16,853.092,-227.4912,6,1,1,1,853.092,2014,8,5,16,33,3,1,Saturday,August,228,842.7819999999999,3605.6850000000004,886.28,0.0,568.5534285714285,675.3830445020806,0.0,1832.38,1245.2821428571428,1402.2464841822157,0.0,3955.629,1433.8018666666665,1872.356087896315,0.0,8341.289999999999,944.6084362831858,0.012233294019093899,225,-0.7036774074790128,-0.7105196029692745,-0.9749279121818236,-0.2225209339563146
2014-08-17,500.342,193.18359999999998,23,2,2,5,100.0684,2014,8,6,17,33,3,1,Sunday,August,229,853.092,0.0,477.994,273.04,640.0308571428571,630.144187082943,0.0,1832.38,1246.8784285714285,1401.318244195463,0.0,3955.629,1441.3785999999998,1867.951665193899,0.0,8341.289999999999,942.6513154185022,-0.4134958480445251,226,-0.7157953492826642,-0.6983101158835584,-0.7818314824680299,0.6234898018587334
2014-08-18,0.0,0.0,0,0,0,0,0.0,2014,8,0,18,34,3,0,Monday,August,230,500.342,451.62,2743.154,461.326,575.5137142857143,674.2271864926923,0.0,1832.38,1050.9388571428572,1367.3775993753663,0.0,3955.629,1426.0010666666667,1878.1689027948967,0.0,8341.289999999999,938.5168798245614,-1.0,227,-0.7277014757264236,-0.6858939875998223,0.0,1.0
2014-08-19,1439.106,175.4619,29,5,5,7,205.58657142857143,2014,8,1,19,34,3,0,Tuesday,August,231,0.0,1832.38,2408.7239999999997,2285.786,519.3317142857143,558.4916665966036,0.0,1439.106,981.6804285714286,1316.9404667401734,0.0,3955.629,1397.7784,1871.1519634155775,0.0,8341.289999999999,940.7028585152839,0.0,228,-0.7393922635959241,-0.673274892250183,0.7818314824680298,0.6234898018587336
2014-08-20,1838.722,569.8905,18,2,2,4,459.6805,2014,8,2,20,34,3,0,Wednesday,August,232,1439.106,0.0,262.89,1961.482,782.0062857142857,690.3594997288378,0.0,1838.722,1094.239857142857,1318.1223339309365,0.0,3955.629,1393.6863999999998,1870.0105809347815,0.0,8341.289999999999,944.6072895652175,0.2776835062879315,229,-0.7508642533989489,-0.6604565640279754,0.9749279121818236,-0.22252093395631434
2014-08-21,0.0,0.0,0,0,0,0,0.0,2014,8,3,21,34,3,0,Thursday,August,233,1838.722,0.0,0.0,1348.344,782.0062857142857,690.3594997288378,0.0,1838.722,1094.239857142857,1318.1223339309365,0.0,3955.629,1348.7416,1887.2617676405032,0.0,8341.289999999999,940.5180805194806,-1.0,230,-0.7621140503891487,-0.6474427960827475,0.43388373911755823,-0.900968867902419
2014-08-22,23.104,4.878699999999999,6,3,3,3,7.701333333333333,2014,8,4,22,34,3,0,Friday,August,234,0.0,842.7819999999999,3955.629,2613.1839999999997,664.9094285714285,745.6356021700988,0.0,1838.722,813.3452142857142,1054.0020188965,0.0,3605.6850000000004,1262.4055999999998,1886.6667900629366,0.0,8341.289999999999,936.5637094827587,0.0,231,-0.7731383255706026,-0.6342374393978054,-0.433883739117558,-0.9009688679024191
2014-08-23,565.224,160.4016,44,4,4,10,56.522400000000005,2014,8,5,23,34,3,1,Saturday,August,235,23.104,853.092,3605.6850000000004,0.0,623.7854285714286,741.4536317475058,0.0,1838.722,596.1694285714285,681.9683884721975,0.0,1838.722,1281.2464,1876.4197451271964,0.0,8341.289999999999,934.9699768240342,23.464335180055404,232,-0.7839338166829201,-0.620844401650647,-0.9749279121818236,-0.2225209339563146
2014-08-24,59.74,20.1332,10,3,3,4,14.935,2014,8,6,24,34,3,1,Sunday,August,236,565.224,500.342,0.0,8341.289999999999,560.8422857142857,771.7617312568163,0.0,1838.722,600.4365714285714,678.127234631682,0.0,1838.722,1005.1947333333333,1332.2175874425973,0.0,5039.994,931.2296777777779,-0.894307389636675,233,-0.7944973291665992,-0.6072676460566135,-0.7818314824680299,0.6234898018587334
2014-08-25,1451.6499999999999,118.84229999999998,67,5,5,14,103.6892857142857,2014,8,0,25,35,3,0,Monday,August,237,59.74,0.0,451.62,5039.994,768.2208571428572,790.743345442179,0.0,1838.722,671.8672857142857,713.0174328638699,0.0,1838.722,885.5832666666666,1097.9576243714394,0.0,3955.629,933.4442323404255,23.29946434549715,234,-0.8048257371083452,-0.593511190196115,0.0,1.0
2014-08-26,366.81,92.0889,22,3,3,6,61.135,2014,8,1,26,35,3,0,Tuesday,August,238,1451.6499999999999,1439.106,1832.38,580.06,615.0357142857143,741.4438858905764,0.0,1838.722,567.1837142857142,632.575277378188,0.0,1838.722,878.4749333333333,1100.6907358907492,0.0,3955.629,931.0432398305085,-0.747315124169049,235,-0.8149159841660791,-0.5795791048257612,0.7818314824680298,0.6234898018587336
2014-08-27,2070.13,513.7323,23,3,3,7,295.73285714285714,2014,8,2,27,35,3,0,Wednesday,August,239,366.81,1838.722,0.0,193.152,648.0939999999999,807.3284666354499,0.0,2070.13,715.0501428571428,724.9942547445588,0.0,2070.13,941.0408666666666,1113.6615931976057,0.0,3955.629,935.8495130801688,4.643602955208419,236,-0.8247650844733614,-0.5654755126737576,0.9749279121818236,-0.22252093395631434
2014-08-28,0.0,0.0,0,0,0,0,0.0,2014,8,3,28,35,3,0,Thursday,August,240,2070.13,0.0,0.0,0.0,648.0939999999999,807.3284666354499,0.0,2070.13,715.0501428571428,724.9942547445588,0.0,2070.13,941.0408666666666,1113.6615931976057,0.0,3955.629,931.9173722689076,-1.0,237,-0.8343701235229538,-0.5512045872199277,0.43388373911755823,-0.900968867902419
2014-08-29,832.3225,-376.4695,13,2,2,5,166.4645,2014,8,4,29,35,3,0,Friday,August,241,0.0,23.104,842.7819999999999,1367.84,763.6966428571428,759.4356853505367,0.0,2070.13,714.3030357142858,724.8578781875666,0.0,2070.13,923.1902833333334,1110.872987929264,0.0,3955.629,931.5006573221758,0.0,238,-0.8437282590292712,-0.5367705514607103,-0.433883739117558,-0.9009688679024191
2014-08-30,121.24,21.485,8,1,1,2,60.62,2014,8,5,30,35,3,1,Saturday,August,242,832.3225,565.224,853.092,0.0,700.270357142857,796.4142821688384,0.0,2070.13,662.0278928571428,740.303990901992,0.0,2070.13,927.2316166666666,1107.6143834519528,0.0,3955.629,928.12457125,-0.8543353087294889,239,-0.8528367217694595,-0.522177676659508,-0.9749279121818236,-0.2225209339563146
2014-08-31,92.52,18.504,9,1,1,1,92.52,2014,8,6,31,35,3,1,Sunday,August,243,121.24,59.74,500.342,228.328,704.9532142857142,792.1050127333294,0.0,2070.13,632.89775,755.0327035834888,0.0,2070.13,922.7046833333334,1110.842201064459,0.0,3955.629,924.6573323651452,-0.23688551633124377,240,-0.8616928164028522,-0.5074302810827518,-0.7818314824680299,0.6234898018587334
2014-09-01,469.436,85.9402,17,3,3,5,93.88719999999999,2014,9,0,1,36,3,0,Monday,September,244,92.52,1451.6499999999999,0.0,886.28,564.6369285714286,721.6501640171522,0.0,2070.13,666.4288928571428,734.9194849373437,0.0,2070.13,908.8098833333333,1113.9162856558407,0.0,3955.629,922.7762524793388,4.07388672719412,241,-0.8702939222685674,-0.49253272872205434,0.0,1.0
2014-09-02,3254.15,916.2512,28,7,7,9,361.57222222222225,2014,9,1,2,36,3,0,Tuesday,September,245,469.436,366.81,1439.106,477.994,977.1140714285715,1233.4272758872523,0.0,3254.15,796.0748928571429,995.5803820830961,0.0,3254.15,1001.3484166666666,1189.6332640486314,0.0,3955.629,932.370383127572,5.932041854480697,242,-0.8786374941610001,-0.4774894280028391,0.7818314824680298,0.6234898018587336
2014-09-03,22.08,-4.4639999999999995,10,2,2,2,11.04,2014,9,2,3,36,3,0,Wednesday,September,246,3254.15,2070.13,1838.722,2743.154,684.5355000000001,1172.3372512265246,0.0,3254.15,666.3147500000001,967.215322544719,0.0,3254.15,910.64595,1155.4945739583154,0.0,3955.629,928.6396848360655,-0.9932148180016287,243,-0.886721063082993,-0.46230483047981086,0.9749279121818236,-0.22252093395631434
2014-09-04,0.0,0.0,0,0,0,0,0.0,2014,9,3,4,36,3,0,Thursday,September,247,22.08,0.0,0.0,2408.7239999999997,684.5355000000001,1172.3372512265246,0.0,3254.15,666.3147500000001,967.215322544719,0.0,3254.15,830.35515,1131.2413600872055,0.0,3955.629,924.8493187755101,-1.0,244,-0.8945422369764496,-0.4469834295196741,0.43388373911755823,-0.900968867902419
2014-09-05,296.304,21.823,4,2,2,2,148.152,2014,9,4,5,36,3,0,Friday,September,248,0.0,832.3225,23.104,262.89,607.9614285714285,1178.5644774468497,0.0,3254.15,685.8290357142857,955.9299871969848,0.0,3254.15,831.4689500000001,1130.6796879604697,0.0,3955.629,922.2942565040651,0.0,245,-0.9020987014301837,-0.43152975897147144,-0.433883739117558,-0.9009688679024191
2014-09-06,100.36,39.6308,14,1,1,2,50.18,2014,9,5,6,36,3,1,Saturday,September,249,296.304,121.24,565.224,0.0,604.9785714285715,1180.0271567635916,0.0,3254.15,652.6244642857143,968.4333356485364,0.0,3254.15,834.8142833333334,1128.280719693461,0.0,3955.629,918.9665874493927,-0.6612938063610345,246,-0.9093882203647925,-0.4159483918249421,-0.9749279121818236,-0.2225209339563146
2014-09-07,3523.875,-481.2463,78,7,7,25,140.955,2014,9,6,7,36,3,1,Sunday,September,250,100.36,92.52,59.74,3955.629,1095.172142857143,1577.4504194640863,0.0,3523.875,900.0626785714286,1216.1613286561537,0.0,3523.875,820.4224833333334,1089.1764274847878,0.0,3605.6850000000004,929.4702504032258,34.11234555599841,247,-0.9164086366943458,-0.4002439388573056,-0.7818314824680299,0.6234898018587334
2014-09-08,14228.428,-1452.6877,112,11,11,26,526.9788148148148,2014,9,0,8,37,3,0,Monday,September,251,3523.875,469.436,1451.6499999999999,3605.6850000000004,3060.7424285714287,5163.601727594854,0.0,14228.428,1812.6896785714287,3771.4338213799965,0.0,14228.428,1174.5139166666668,2643.5240048927444,0.0,14228.428,982.8797192771084,3.0377221098932283,248,-0.9231578729647039,-0.38442104726885545,0.0,1.0
2014-09-09,4043.5879999999997,16.361600000000088,56,6,6,13,311.0452307692307,2014,9,1,9,37,3,0,Tuesday,September,252,14228.428,3254.15,366.81,0.0,3173.5192857142856,5177.133141668354,0.0,14228.428,2075.3166785714284,3790.970933044797,0.0,14228.428,1309.3001833333333,2684.344386621692,0.0,14228.428,995.1225524,-0.7158092236190815,249,-0.9296339319682695,-0.3684843993077793,0.7818314824680298,0.6234898018587336
2014-09-10,1855.2279999999998,259.62080000000003,23,3,3,5,371.0456,2014,9,2,10,37,3,0,Wednesday,September,253,4043.5879999999997,22.08,2070.13,451.62,3435.397571428571,5035.5818281192915,0.0,14228.428,2059.9665357142853,3791.428605784343,0.0,14228.428,1356.0871166666666,2681.110103102816,0.0,14228.428,998.5492673306773,-0.5411926239765278,250,-0.9358348973349941,-0.35243871088460327,0.9749279121818236,-0.22252093395631434
2014-09-11,127.95,21.7515,3,1,1,1,127.95,2014,9,3,11,37,3,0,Thursday,September,254,1855.2279999999998,0.0,0.0,1832.38,3453.676142857143,5021.245202584523,100.36,14228.428,2069.1058214285713,3786.231714436695,0.0,14228.428,1299.2727833333333,2688.717294331597,0.0,14228.428,995.0945083333334,-0.9310327355990746,251,-0.9417589340994617,-0.33628873017668287,0.43388373911755823,-0.900968867902419
2014-09-12,4904.66,600.8836,39,6,6,11,445.8781818181818,2014,9,4,12,37,3,0,Friday,September,255,127.95,296.304,832.3225,0.0,4112.0127142857145,4837.008826452995,100.36,14228.428,2359.9870714285717,3839.955184366981,0.0,14228.428,1462.7614500000002,2755.2812665049228,0.0,14228.428,1010.5473363636364,37.332629933567794,252,-0.9474042892438845,-0.32003923622313857,-0.433883739117558,-0.9009688679024191
2014-09-13,1275.408,243.8237,53,7,7,15,85.0272,2014,9,5,13,37,3,1,Saturday,September,256,4904.66,100.36,121.24,0.0,4279.876714285714,4692.825141829193,127.95,14228.428,2442.427642857143,3800.37952230498,0.0,14228.428,1505.27505,2741.7391846273363,0.0,14228.428,1011.5900948818897,-0.7399599564495807,253,-0.9527692922168511,-0.30369503751065885,-0.9749279121818236,-0.2225209339563146
2014-09-14,5023.716,1530.7599,77,6,6,19,264.40610526315794,2014,9,6,14,37,3,1,Sunday,September,257,1275.408,3523.875,92.52,842.7819999999999,4494.139714285714,4686.790741532545,127.95,14228.428,2794.6559285714284,3794.3437216606944,0.0,14228.428,1644.6395166666666,2812.2560276059153,0.0,14228.428,1027.3239219607844,2.938908960897219,254,-0.9578523554276669,-0.28726097055059635,-0.7818314824680299,0.6234898018587334
2014-09-15,133.436,30.1722,9,2,2,3,44.47866666666667,2014,9,0,15,38,3,0,Monday,September,258,5023.716,14228.428,469.436,853.092,2480.5694285714285,2147.640415095187,127.95,5023.716,2770.6559285714284,3811.2077169981076,0.0,14228.428,1620.6509833333332,2822.2921723984678,0.0,14228.428,1023.832172265625,-0.9734387851542563,255,-0.9626519747161487,-0.2707418984477642,0.0,1.0
2014-09-16,33.552,12.582,1,1,1,1,33.552,2014,9,1,16,38,3,0,Tuesday,September,259,133.436,4043.5879999999997,3254.15,500.342,1907.7071428571428,2195.5191097493134,33.552,5023.716,2540.613214285714,3876.4183677176948,0.0,14228.428,1605.0913166666667,2829.957889006936,0.0,14228.428,1019.9789420233462,-0.7485536137174376,256,-0.9671667297977312,-0.2541427094613622,0.7818314824680298,0.6234898018587336
2014-09-17,820.523,233.52870000000001,53,5,5,14,58.608785714285716,2014,9,2,17,38,3,0,Wednesday,September,260,33.552,1855.2279999999998,22.08,0.0,1759.892142857143,2234.1327679182555,33.552,5023.716,2597.644857142857,3842.2370885315067,0.0,14228.428,1632.4420833333331,2817.849359233129,0.0,14228.428,1019.2058569767441,23.455263471626132,257,-0.97139528468375,-0.23746831555846842,0.9749279121818236,-0.22252093395631434
2014-09-18,0.0,0.0,0,0,0,0,0.0,2014,9,3,18,38,3,0,Thursday,September,261,820.523,127.95,0.0,1439.106,1741.6135714285715,2250.1756154338773,0.0,5023.716,2597.644857142857,3842.2370885315067,0.0,14228.428,1584.4718833333332,2833.460352096999,0.0,14228.428,1015.2706992277991,-1.0,258,-0.9753363880767837,-0.2207236509605022,0.43388373911755823,-0.900968867902419
2014-09-19,9338.637,-1539.1441,38,7,7,9,1037.6263333333334,2014,9,4,19,38,3,0,Friday,September,262,0.0,4904.66,296.304,1838.722,2375.038857142857,3542.152145204205,0.0,9338.637,3243.5257857142856,4171.522050883978,0.0,14228.428,1834.46905,3167.8008551279304,0.0,14228.428,1047.2836465384617,0.0,259,-0.9789888737409319,-0.20391367068311472,-0.433883739117558,-0.9009688679024191
2014-09-20,5335.968000000001,670.1014,63,8,8,18,296.4426666666667,2014,9,5,20,38,3,1,Saturday,September,263,9338.637,1275.408,100.36,0.0,2955.1188571428575,3662.501755196133,0.0,9338.637,3617.4977857142853,4102.172063880028,0.0,14228.428,2012.33465,3210.757986166735,0.0,14228.428,1063.715387356322,-0.4286138330465141,260,-0.9823516608469237,-0.18704334906991657,-0.9749279121818236,-0.2225209339563146
2014-09-21,2679.652,877.4457,55,7,7,16,167.47825,2014,9,6,21,38,3,1,Sunday,September,264,5335.968000000001,5023.716,3523.875,23.104,2620.252571428572,3547.190307968627,0.0,9338.637,3557.1961428571426,4109.851998081513,0.0,14228.428,2100.88625,3190.5737826696322,0.0,14228.428,1069.883084351145,-0.49781333021487395,261,-0.9854237542919524,-0.17011767832049052,-0.7818314824680299,0.6234898018587334
2014-09-22,1240.266,87.47569999999999,24,4,4,8,155.03325,2014,9,0,22,39,3,0,Monday,September,265,2679.652,133.436,14228.428,565.224,2778.3711428571432,3440.941014331606,0.0,9338.637,2629.470285714285,2759.9471429382493,0.0,9338.637,2123.38765,3181.738248058981,0.0,14228.428,1070.5309281368823,-0.5371540782161266,262,-0.9882042449941422,-0.15314166701312007,0.0,1.0
2014-09-23,10662.337000000001,4808.5975,48,7,7,12,888.5280833333335,2014,9,1,23,39,3,0,Tuesday,September,266,1240.266,33.552,4043.5879999999997,59.74,4296.769,4272.481939228916,0.0,10662.337000000001,3102.2380714285714,3490.9012991386526,0.0,10662.337000000001,2476.80755,3515.9152225015036,0.0,14228.428,1106.8635268939395,7.596814715552954,263,-0.9906923101615609,-0.13612033862266704,0.7818314824680298,0.6234898018587336
2014-09-24,211.96,8.4784,4,1,1,1,211.96,2014,9,2,24,39,3,0,Wednesday,September,267,10662.337000000001,820.523,1855.2279999999998,1451.6499999999999,4209.831428571429,4360.295916007448,0.0,10662.337000000001,2984.861785714286,3562.9383612830075,0.0,10662.337000000001,2435.48455,3535.609465167435,0.0,14228.428,1103.48653245283,-0.9801206808601154,264,-0.9928872135356962,-0.11905873003404988,0.9749279121818236,-0.22252093395631434
2014-09-25,354.88880000000006,-87.5594,16,2,2,5,70.97776000000002,2014,9,3,25,39,3,0,Thursday,September,268,211.96,0.0,127.95,366.81,4260.529828571429,4304.900164718474,211.96,10662.337000000001,3001.0717000000004,3549.431387372698,0.0,10662.337000000001,2435.0871766666664,3535.8506461241404,0.0,14228.428,1100.672255263158,0.6743196829590492,265,-0.994788305609327,-0.10196189005174576,0.43388373911755823,-0.900968867902419
2014-09-26,1480.614,230.72660000000002,49,8,8,13,113.89338461538462,2014,9,4,26,39,3,0,Friday,September,269,354.88880000000006,9338.637,4904.66,2070.13,3137.955114285715,3748.6116144183084,211.96,10662.337000000001,2756.4969857142855,3526.0648079377866,0.0,10662.337000000001,2415.4366433333334,3539.5849891134744,0.0,14228.428,1102.0952580524345,3.1720505127239846,266,-0.9963950238187231,-0.08483487790576538,-0.433883739117558,-0.9009688679024191
2014-09-27,773.4399999999999,123.10640000000001,10,2,2,3,257.81333333333333,2014,9,5,27,39,3,1,Saturday,September,270,1480.614,5335.968000000001,1275.408,0.0,2486.1654000000003,3699.0628649449845,211.96,10662.337000000001,2720.6421285714287,3544.7862235766142,0.0,10662.337000000001,2441.217976666667,3524.168150533824,0.0,14228.428,1100.8689324626866,-0.4776221216333224,267,-0.9977068927101168,-0.06768276175455162,-0.9749279121818236,-0.2225209339563146
2014-09-28,490.29200000000003,64.3686,17,3,3,4,122.57300000000001,2014,9,6,28,39,3,1,Sunday,September,271,773.4399999999999,2679.652,5023.716,832.3225,2173.3996857142856,3771.8190415481095,211.96,10662.337000000001,2396.826128571429,3525.2270961646936,0.0,10662.337000000001,2429.8169599999997,3530.100816475927,0.0,14228.428,1098.599129739777,-0.366089160115846,268,-0.9987235240803972,-0.050510617185222886,-0.7818314824680299,0.6234898018587334
2014-09-29,8109.07,890.2809,73,5,5,19,426.79315789473685,2014,9,0,29,40,3,0,Monday,September,272,490.29200000000003,1240.266,133.436,121.24,3154.6574,4339.3757228559725,211.96,10662.337000000001,2966.5142714285716,3767.442614385369,0.0,10662.337000000001,2696.0779600000005,3649.205304930776,0.0,14228.428,1124.5638366666667,15.539266396351561,269,-0.9994446170919858,-0.033323525711631344,0.0,1.0
2014-09-30,987.532,119.4905,26,6,6,6,164.58866666666668,2014,9,1,30,40,3,0,Tuesday,September,273,8109.07,10662.337000000001,33.552,92.52,1772.5424,2826.675797798678,211.96,8109.07,3034.6557000000003,3718.6247216897245,0.0,10662.337000000001,2725.9116933333335,3630.798311882651,0.0,14228.428,1124.0581841328412,-0.8782188339723297,270,-0.9998699583618592,-0.016126573270657762,0.7818314824680298,0.6234898018587336
2014-10-01,4.71,0.0,1,1,1,1,4.71,2014,10,2,1,40,4,0,Wednesday,October,274,987.532,211.96,820.523,469.436,1742.9352571428572,2846.7599794066355,4.71,8109.07,2976.383342857143,3762.127626910758,0.0,10662.337000000001,2710.420826666667,3641.7324986416547,0.0,14228.428,1119.9429334558824,-0.9952305343016733,271,-0.9999994220246925,0.001075151282798226,0.9749279121818236,-0.22252093395631434
2014-10-02,598.144,133.7632,18,1,1,7,85.44914285714286,2014,10,3,2,40,4,0,Thursday,October,275,4.71,354.88880000000006,0.0,3254.15,1777.686,2828.4175504584314,4.71,8109.07,3019.1079142857147,3728.97660509371,4.71,10662.337000000001,2621.8872933333337,3660.295722653669,0.0,14228.428,1118.0315820512822,125.99447983014862,272,-0.999832969770105,0.018276557681691223,0.43388373911755823,-0.900968867902419
